fold,variant,macro_category_ap,pooled_ap,brier,logloss,ece15,delta_macro_category_ap,delta_pooled_ap,delta_brier,delta_logloss,delta_ece15
fold_01,bce,0.8000001655760375,0.8496780368494958,0.08347762381818793,0.27603158258616756,0.013007325524611384,0.0,0.0,0.0,0.0,0.0
fold_01,poly05,0.800290459720393,0.8497876986901058,0.08431673401849113,0.28175314599896883,0.026792041708535812,0.0002902941443555518,0.00010966184061000916,0.0008391102003031947,0.005721563412801278,0.013784716183924428
fold_01,polyneg05,0.7995443339171321,0.8495213691850829,0.08379476825700351,0.27648889394356324,0.016132919953552677,-0.00045583165890539235,-0.0001566676644129128,0.0003171444388155725,0.0004573113573956844,0.003125594428941293
fold_02,bce,0.8044689952126692,0.858378859610238,0.08188755577747732,0.27133413224895764,0.013701306269344305,0.0,0.0,0.0,0.0,0.0
fold_02,poly05,0.8046014455563177,0.8584069190077945,0.08264332970587947,0.2765879701065984,0.025432697086046313,0.00013245034364850472,2.8059397556567944e-05,0.0007557739284021481,0.005253837857640775,0.011731390816702008
fold_02,polyneg05,0.8042235497062237,0.858296028945362,0.08238727588042803,0.27265590708091436,0.019297063128801636,-0.00024544550644556296,-8.283066487591029e-05,0.0004997201029507126,0.0013217748319567235,0.00559575685945733
