category,fold,slice,alternative,channel_type,n,positives,baseline_ap,alternative_ap,blend_ap,blend_delta,status
Ювелирные изделия,fold_02,article_one_missing,ce_priodistill,diagnostic_non_independent,3365,314,0.4897834220394929,0.4584915986018068,0.48809240167070694,-0.0016910203687859338,checked
Ювелирные изделия,fold_02,article_one_missing,ce_fashion_specialist,diagnostic_non_independent,3365,314,0.4897834220394929,0.4538622522926782,0.4882155893460308,-0.0015678326934620568,checked
Ювелирные изделия,fold_02,size_comparable_agree,zs_llm_blend,independent,314,74,0.8436823871200146,0.5965085204103516,0.8365970100161315,-0.007085377103883128,checked
Ювелирные изделия,fold_02,size_comparable_agree,knrm_name_v2,independent,314,74,0.8436823871200146,0.4296499555037093,0.8011621691067706,-0.042520218013244016,checked
Ювелирные изделия,fold_02,size_comparable_agree,ce_priodistill,diagnostic_non_independent,314,74,0.8436823871200146,0.8283693248174353,0.8416938077413341,-0.001988579378680577,checked
Ювелирные изделия,fold_02,size_comparable_agree,ce_fashion_specialist,diagnostic_non_independent,314,74,0.8436823871200146,0.8338786033232112,0.841502557121962,-0.0021798299980526625,checked
Ювелирные изделия,fold_02,size_comparable_mismatch,zs_llm_blend,independent,1817,315,0.5237204077037463,0.33647469731714197,0.5103203325190048,-0.013400075184741511,checked
Ювелирные изделия,fold_02,size_comparable_mismatch,knrm_name_v2,independent,1817,315,0.5237204077037463,0.33562186387110726,0.5153425774220137,-0.008377830281732557,checked
Ювелирные изделия,fold_02,size_comparable_mismatch,ce_priodistill,diagnostic_non_independent,1817,315,0.5237204077037463,0.529987056129782,0.5253041484974117,0.0015837407936654113,checked
Ювелирные изделия,fold_02,size_comparable_mismatch,ce_fashion_specialist,diagnostic_non_independent,1817,315,0.5237204077037463,0.5207028243628722,0.5246480406812446,0.0009276329774983161,checked
Ювелирные изделия,fold_02,size_not_comparable,zs_llm_blend,independent,2693,197,0.5403206479910575,0.2769472086578981,0.5352893735865144,-0.005031274404543096,checked
Ювелирные изделия,fold_02,size_not_comparable,knrm_name_v2,independent,2693,197,0.5403206479910575,0.14621884116403364,0.513066471885092,-0.027254176105965477,checked
Ювелирные изделия,fold_02,size_not_comparable,ce_priodistill,diagnostic_non_independent,2693,197,0.5403206479910575,0.4974026472909069,0.5377147516637396,-0.0026058963273178914,checked
Ювелирные изделия,fold_02,size_not_comparable,ce_fashion_specialist,diagnostic_non_independent,2693,197,0.5403206479910575,0.4950138962294413,0.5388355483989535,-0.0014850995921039667,checked
Ювелирные изделия,fold_02,numeric_conflict,zs_llm_blend,independent,901,179,0.5413141026331887,0.4138805680906301,0.5367994949925492,-0.00451460764063949,checked
Ювелирные изделия,fold_02,numeric_conflict,knrm_name_v2,independent,901,179,0.5413141026331887,0.34926912212656,0.5171009932594771,-0.024213109373711572,checked
Ювелирные изделия,fold_02,numeric_conflict,ce_priodistill,diagnostic_non_independent,901,179,0.5413141026331887,0.5257602833005628,0.5425127792888079,0.0011986766556192352,checked
Ювелирные изделия,fold_02,numeric_conflict,ce_fashion_specialist,diagnostic_non_independent,901,179,0.5413141026331887,0.5157658524856894,0.5415990442311341,0.00028494159794545393,checked
Ювелирные изделия,fold_02,numeric_missing,zs_llm_blend,independent,1497,129,0.5350347405430106,0.26694487901843894,0.5227124319759999,-0.012322308567010665,checked
Ювелирные изделия,fold_02,numeric_missing,knrm_name_v2,independent,1497,129,0.5350347405430106,0.20718039660140594,0.49355889846203593,-0.041475842080974656,checked
Ювелирные изделия,fold_02,numeric_missing,ce_priodistill,diagnostic_non_independent,1497,129,0.5350347405430106,0.503825036764359,0.5317721159334607,-0.003262624609549847,checked
Ювелирные изделия,fold_02,numeric_missing,ce_fashion_specialist,diagnostic_non_independent,1497,129,0.5350347405430106,0.5145645040336593,0.534202823380243,-0.000831917162767537,checked
Ювелирные изделия,fold_02,numeric_overlap,zs_llm_blend,independent,2426,278,0.6346847171233968,0.322409861230251,0.6250210842268747,-0.009663632896522056,checked
Ювелирные изделия,fold_02,numeric_overlap,knrm_name_v2,independent,2426,278,0.6346847171233968,0.26798472855177197,0.6223248302848702,-0.012359886838526624,checked
Ювелирные изделия,fold_02,numeric_overlap,ce_priodistill,diagnostic_non_independent,2426,278,0.6346847171233968,0.6241170442007116,0.6357411067928342,0.0010563896694374408,checked
Ювелирные изделия,fold_02,numeric_overlap,ce_fashion_specialist,diagnostic_non_independent,2426,278,0.6346847171233968,0.6155334825388034,0.6351838480023643,0.0004991308789674687,checked
Ювелирные изделия,fold_02,text_long,zs_llm_blend,independent,3097,356,0.5740714786400619,0.33647238713389693,0.5630985847662997,-0.010972893873762213,checked
Ювелирные изделия,fold_02,text_long,knrm_name_v2,independent,3097,356,0.5740714786400619,0.2579542162547801,0.5349481192560565,-0.03912335938400546,checked
Ювелирные изделия,fold_02,text_long,ce_priodistill,diagnostic_non_independent,3097,356,0.5740714786400619,0.5448638849617958,0.5722626798484692,-0.0018087987915926806,checked
Ювелирные изделия,fold_02,text_long,ce_fashion_specialist,diagnostic_non_independent,3097,356,0.5740714786400619,0.5420346873304014,0.5731224957559409,-0.0009489828841210413,checked
Ювелирные изделия,fold_02,text_medium,zs_llm_blend,independent,1170,162,0.6175978690974752,0.263401921642121,0.6099935455912613,-0.0076043235062138725,checked
Ювелирные изделия,fold_02,text_medium,knrm_name_v2,independent,1170,162,0.6175978690974752,0.35002542325115305,0.6146983715508046,-0.0028994975466705153,checked
Ювелирные изделия,fold_02,text_medium,ce_priodistill,diagnostic_non_independent,1170,162,0.6175978690974752,0.6254772699222704,0.6205130466832074,0.0029151775857322315,checked
Ювелирные изделия,fold_02,text_medium,ce_fashion_specialist,diagnostic_non_independent,1170,162,0.6175978690974752,0.6144275199362764,0.6199272718683914,0.0023294027709162,checked
Ювелирные изделия,fold_02,text_short_both,zs_llm_blend,independent,1,0,,,,,undefined_one_class
Ювелирные изделия,fold_02,text_short_both,knrm_name_v2,independent,1,0,,,,,undefined_one_class
Ювелирные изделия,fold_02,text_short_both,ce_priodistill,diagnostic_non_independent,1,0,,,,,undefined_one_class
Ювелирные изделия,fold_02,text_short_both,ce_fashion_specialist,diagnostic_non_independent,1,0,,,,,undefined_one_class
Ювелирные изделия,fold_02,text_very_long,zs_llm_blend,independent,556,68,0.6126515476879546,0.34067786897025354,0.5940092915070776,-0.018642256180877004,checked
Ювелирные изделия,fold_02,text_very_long,knrm_name_v2,independent,556,68,0.6126515476879546,0.2583387812712705,0.5562225305625266,-0.05642901712542803,checked
Ювелирные изделия,fold_02,text_very_long,ce_priodistill,diagnostic_non_independent,556,68,0.6126515476879546,0.5924301937769854,0.6104213688330985,-0.002230178854856102,checked
Ювелирные изделия,fold_02,text_very_long,ce_fashion_specialist,diagnostic_non_independent,556,68,0.6126515476879546,0.5882792975501234,0.6078335900576997,-0.004817957630254943,checked
Ювелирные изделия,fold_02,score_01_05,zs_llm_blend,independent,34,0,,,,,undefined_one_class
Ювелирные изделия,fold_02,score_01_05,knrm_name_v2,independent,34,0,,,,,undefined_one_class
Ювелирные изделия,fold_02,score_01_05,ce_priodistill,diagnostic_non_independent,34,0,,,,,undefined_one_class
Ювелирные изделия,fold_02,score_01_05,ce_fashion_specialist,diagnostic_non_independent,34,0,,,,,undefined_one_class
Ювелирные изделия,fold_02,score_05_20,zs_llm_blend,independent,1311,8,0.0263830993396702,0.014661219270973056,0.02471385775155197,-0.0016692415881182296,checked
Ювелирные изделия,fold_02,score_05_20,knrm_name_v2,independent,1311,8,0.0263830993396702,0.006935665671046814,0.017207264927488468,-0.00917583441218173,checked
