variant,macro,delta,delta_fold_01,delta_fold_02,delta_fold_03,delta_fold_04
pair,0.8065447727645136,0.0008201422272304804,0.0006868662454874164,0.0008232330178590264,0.0008976690242750163,0.0009237567533016966
shuffled_pair,0.8054869815510102,-0.00023764898627298692,-0.00011204646910423222,-0.00012842220374509328,-9.134494309837038e-07,-0.00041550533661005584
