fold,mode,macro_category_ap,pooled_ap,delta_vs_prefix
fold_01,prefix,0.7883538918014801,0.8393460115935663,0.0
fold_01,headtail,0.7883557741316498,0.8397186140216133,1.8823301697334927e-06
fold_01,middle,0.7776847917863352,0.8301240554185068,-0.010669100015144872
fold_02,prefix,0.7958884985071094,0.8501934244253405,0.0
fold_02,headtail,0.7959116482252243,0.85002690541036,2.3149718114900963e-05
fold_02,middle,0.7844220631395448,0.8396243470876029,-0.011466435367564642
